number,grade,module,week,question_stem,choice,correct_answer,
1253,10,1,2,"37. 双顶径（biaparietal diameter,BPD）那个说法正确(2.5分)",A.妊娠12周末以前测   B.测量的标准平面是丘脑平面 C.测量方法：从顶骨的内侧缘至对侧顶骨的内侧缘 D.中期妊娠双顶径的增长较慢，妊娠晚期相对快  E.31周前平均每周增长1mm,B.测量的标准平面是丘脑平面,
1254,10,1,2,38. DICOM 3的含义是什么? (2.5分),A.PACS（图像存挡和通信系统） B.直接通过视频连接超声仪器的标准 C.前国际上己制订出必需共同遵守的传输协议 D.Doppler国际标准 E.彩色血流的国际标准,C.前国际上己制订出必需共同遵守的传输协议,
1255,10,1,2,39. 下列哪项不是幼儿期的特点？ (2.5分),A.生长速度较婴儿期减慢 B.智能发育加速 C.活动范围增加，容易发生意外伤害 D.食物转为固体，应注意膳食营养 E.体质增强，感染、传染性疾病减少,E.体质增强，感染、传染性疾病减少,
1561,11,1,2,3. 下列何种情况下的病人绝对禁止行MRI检查(2.5分),A.装有人工股骨头   B.装有心脏起搏器    C.宫内节育器   D.幽闭恐惧综合症   E.对比剂过敏,B.装有心脏起搏器   ,
1562,11,1,2,4. 有关磁共振信号强度的描述，错误的是(2.5分),A.T1值越大，信号强度越大   B.T2值越大，信号强度越大    C.TR越长，信号强度越大   D.TE越短，信号强度越大   E.质子密度越大，信号强度越大,A.T1值越大，信号强度越大  ,
1570,11,1,2,"12. Which is false? In development, HOX genes:(2.5分)","A.Function as transcription factors（转录因子） B.Only a few malformation syndromes（畸形综合征） can be directly attributed to HOX gene mutations at present, probably because of paralogous（旁系同源基因）compensation（补偿） C.Show very divergent（趋异进化） structures across different species D.Are functionally redundant（冗余） in postnatal（出生后） life E.Individually can be important in the normal development of widely different body systems",C.Show very divergent（趋异进化） structures across different species,
1571,11,1,2,"13. Dysmorphology（畸形学）classifies congenital anatomic malformations according to pathophysiology. This classification includes malformations（畸形）, deformations（变形）, and disruptions（畸化）. A fourth type exists in which there is abnormal organization of cells into tissues with its morphologic consequences. This would be defined as(2.5分)",A.dysautonomia B.dysdiadokinesis C.distichiasis D.dysergia E.dysplasia,E.dysplasia,
1582,11,1,2,24. 一早产新生儿，以下哪项生理或生化指标是异常的？ (2.5分),A.出生时平均血容量为90ml/kg B.平均心率为140次/分 C.常出现周期性呼吸，即呼吸停止<20秒，伴有心率缓慢及发绀 D.血红蛋白（Hb）高达170g/L E.拥抱反射不完全引出,C.常出现周期性呼吸，即呼吸停止<20秒，伴有心率缓慢及发绀,
1583,11,1,2,25. 一男孩，体重28kg，身长128cm，左腕骨骨化中心9个。此男孩最可能的年龄是 (2.5分),A.6岁 B.8岁  C.10岁  D.12岁  E.以上均不是                 ,B.8岁 ,
1586,11,1,2,"28. 17羟化酶缺乏症(17-OHD,17 hydroxylase deficiency)不会出现下列哪项表现(2.5分)",A.男性假两性畸形 B.高肾素性高血压（DOC ） C.血皮质醇降低 D.皮质酮、DOC、ACTH、孕酮升高 E.血Na增高，血K降低（血浆PRA及Aldo水平下降），碱中毒,B.高肾素性高血压（DOC ）,
1595,11,1,2,37. 超声波的反射类型根据组织声阻抗的大小与组织结构内部均匀程度可分型，哪项是错误的？  (2.5分),A.无反射型常见于空气。 B.少反引型：常见心壁 ； C.多反射型：如瓣膜等； D.全反射型：肠交界。 E.血液表现为无反射型。,A.无反射型常见于空气。,
1869,12,1,2,8. 物理定律紧绕声波和组织相互作用，作用过程涉及四大物理定律，期中哪项是错误的?(2.5分),A.吸收定律 B.反射定律 C.压电定律 D.衍射定律 E.多普勒定律,C.压电定律,
1879,12,1,2,18. Birth defects(2.5分),A.are uncommon（非常见的） disorders that most practitioners will rarely see. B.in general are decreasing in frequency. C.are often associated with infant mortality（婴儿死亡率）. D.are less common in the South as compared to the rest of the US. E.rarely are seen with more than one anomaly（异常） per person.,C.are often associated with infant mortality（婴儿死亡率）.,
1882,12,1,2,21. 下列造影技术中，哪些不属于MR水成像范畴(2.5分),A.MR胰胆管造影 B.MR泪道造影  C.MR尿路造影   D.MR血管造影   E.MR腮腺管造影,B.MR泪道造影 ,
1883,12,1,2,22. 下列常用的临床检查方法中无电离辐射的是(2.5分),A.CT和PET     B.超声和CT     C.超声和MRI      D.CT和MRI     E.PET和MRI,C.超声和MRI     ,
1890,12,1,2,29. 学龄前期是指 (2.5分),A.自胎儿娩出脐带结扎至生后28天 B.自胎儿娩出脐带结扎至1周岁 C.满1周岁至3周岁 D.自满3周岁至6~7岁 E.自6~7岁至青春期前,D.自满3周岁至6~7岁,
1901,12,1,2,40. A 8-year-old boy was admitted to hospital with the complaint of pubic hair development. His height was 128cm and weight was 26kg. His bone age is about 9.5 years old. Which test of the following should be done first? (2.5分),A.Growth hormone stimulation test B.Gonadotropin-releasing hormone stimulation test C.Oral glucose tolerance test D.Dexamethasone suppression test E.Human chorionic gonadotropin stimulation test,B.Gonadotropin-releasing hormone stimulation test,
2237,13,1,2,20. 能同时评价儿童少年心肺功能和多个系统训练水平的理想指标是          (2.5分),A.肺活量、脉搏 B.最大耗氧量   C.呼吸差、肺活量   D.脉搏、血压   E.体重,B.最大耗氧量  ,
2239,13,1,2,22. 以下关于全国学生体质健康调研错误的说法是(2.5分),A.全国学生体质健康调研是一种追踪调查，用于建立生长发育指标     B.由教育部五部委领导，在1979-2010年间，每5年开展一次     C.样本采用按照省（自治区、直辖市），城乡男女四群体，以及按社会经济水平好、中、差三片三级整群抽样      D.调研的对象要有较强的代表性   ,A.全国学生体质健康调研是一种追踪调查，用于建立生长发育指标    ,
2240,13,1,2,23. 梯度回波序列与自旋回波序列的不同，以下哪句论述是正确的(2.5分),A.梯度回波信号没有自由感应衰减 B.梯度回波只使用90°射频脉冲    C.梯度回波采用翻转梯度场产生回波而不使用180°脉冲   D.梯度回波扫描时间长   E.梯度回波信号比SE序列成像速度慢,C.梯度回波采用翻转梯度场产生回波而不使用180°脉冲  ,
2241,13,1,2,24. 有一妇女准备怀孕，了解关于胎儿期的信息，以下错误的是 (2.5分),A.妊娠3-8周是胚胎细胞高度分化期，极易受环境不良因素干扰而导致流 产、  死胎、畸形 B.预防感染是预防胎儿畸形、先天发育不全的关键保健措施之一 C.胎儿期从受精卵形成至胎儿娩出，可以分为3个阶段，其中妊娠早期为胎龄16周之前 D.至28周时，胎儿肺泡发育基本完善，已具有气体交换功能   E.孕期经常饮酒可能导致胎儿中枢神经系统发育障碍、颜面畸形和生长迟缓,C.胎儿期从受精卵形成至胎儿娩出，可以分为3个阶段，其中妊娠早期为胎龄16周之前,
2244,13,1,2,27. 有一早产儿转运至新生儿病房，其体温调节的特点，哪一项是正确的(2.5分),A.新生儿体温调节功能不完善，靠棕色脂肪代偿产热 B.早产儿日龄越小，体重越低，所需中性环境温度也越低 C.环境温度高时，早产儿可通过出汗而蒸发散热 D.将早产儿置于预热后的辐射床，可避免蒸发散热 E.将辐射床置于通风对流的过道，不会影响早产儿的体温,A.新生儿体温调节功能不完善，靠棕色脂肪代偿产热,
2253,13,1,2,36. 关于气候、季节对儿童体格发育影响的叙述，哪项是不正确的                         (2.5分),A.身高春季增长快 B.体重秋冬季增长快 C.季节对儿童身高的增长有影响，而与体重增长无关 D.气候的影响是综合性的，不单是不同气温的影响,C.季节对儿童身高的增长有影响，而与体重增长无关,
2254,13,1,2,37. 以下说法错误的是(2.5分),A.儿童佝偻病和成人的骨质疏松症，与维生素D缺乏有关 B.维生素B2缺乏易导致夜盲症 C.铁缺乏导致易疲劳，抗病能力下降，学习效率低下和贫血等 D.必需脂肪酸对儿童身体发育和智力发展必不可少,B.维生素B2缺乏易导致夜盲症,
2255,13,1,2,38. 个体儿童生长检测的目的(2.5分),A.完善管理档案 B.对小儿进行体格测量 C.以早期发现异常，及时调整 D.评价保健措施 E.便于父母了解小儿的发育情况,C.以早期发现异常，及时调整,
2700,14,1,2,11. 下列哪一项不是MRI成像的优点  (2.5分),A.有较高的软组织分辨力 B.对钙化灶显示敏感 C.可多参数成像 D.能多方位成像 E.不受骨骼伪影的干扰,,B.对钙化灶显示敏感
2701,14,1,2,12. 对外加静磁场 B0 中质子磁矩的描述，不正确的是： (2.5分),A.质子磁矩是矢量，具有方向和大小 B.具有磁矩的原子核有一定的质量和大小 C.磁矩的方向总是与外加磁场( B0 ) 的方向相反 D.当磁矩受到破坏后，其恢复需要一定的时间 E.磁矩在 B0 中是随质子运动的不同而变化的,,C.磁矩的方向总是与外加磁场( B0 ) 的方向相反
2704,14,1,2,15. 关于梯度磁场的描述，正确的是  (2.5分),A.实现空间定位 B.影响图像分辨力 C.影响图像信噪比 D.梯度场强越高越好 E.可引起周围神经剌激症状,,A.实现空间定位 B.影响图像分辨力 C.影响图像信噪比 E.可引起周围神经剌激症状
2705,14,1,2,16. 目前公认的 MRI 设备相对安全的范围是   (2.5分),A.0.5 高斯线区域外 B.1 高斯线区域外 C.1.5 高斯线区域外 D.3 高斯线区域外 E.5 高斯线区域外,,E.5 高斯线区域外
2706,14,1,2,17. 孕妇与胎儿进行磁共振检查时，以下说法哪一项是错误的？  (2.5分),A.不使用对比剂 B.不使用各种门控（如呼吸和心电门控） C.不进行多平面扫描 D.不要求屏气扫描 E.不使用镇静剂 ,,C.不进行多平面扫描
2707,14,1,2,18. 目前能够进行活体组织内化学物质无创性检测的方法是： (2.5分),A.灌注成像 B.扩散成像 C.MR 波谱 D.MR 动态增强 E.MR 血管成像,,C.MR 波谱
2715,14,1,2,26. 一18月龄小儿前来体检，以下哪项不符合该年龄段的特点？ (2.5分),A.生长速度较婴儿期减慢 B.智能发育加速 C.活动范围增加，容易发生意外伤害 D.食物转为固体，应注意膳食营养 E.体质增强，感染、传染性疾病减少,,E.体质增强，感染、传染性疾病减少
2717,14,1,2,28. 男性青春期前睾丸保持婴儿状态，体积不大于(2.5分),A.2.0 mL B.2.5 mL C.3.0 mL D.3.5 mL E.4.0 mL  ,,C.3.0 mL
2718,14,1,2,29. 11青春期生长调控的激素有许多，除了(2.5分),A.促生长激素激素释放激素 B.胰岛素 C.IGF-1 （胰岛素样生长因子） D.性激素 E.生长抑素                                               ,,B.胰岛素
2719,14,1,2,30. 以下关于青春发育的说法哪项是错误的？(2.5分),A.启动的年龄、发育速度、 成熟年龄及发育程度有个体间的差异 B.有明显的种族、性别间的差异 C.情绪会影响青春发育的时间 D.青春发育的年龄在逐年提前 E.颅脑外伤、感染等不会影响青春发育时间,,E.颅脑外伤、感染等不会影响青春发育时间
2720,14,1,2,31. 曾生育过一个或几个遗传病患儿，再生育本病患儿的风险或概率，称为(2.5分),A.再现风险 B.患病率 C.发病率 D.条件概率 E.遗传风险,,A.再现风险
2724,14,1,2,35. 以下哪一种不需要做胎儿宫内诊断？(2.5分),A.孕早期服用过致畸药物 B.长期处于污染环境及羊水过多或过少的孕妇 C.接触过较多射线 D.多次发生自然流产、死胎、死产的孕妇 E.注射过狂犬疫苗的孕妇,,E.注射过狂犬疫苗的孕妇
2725,14,1,2,36. 如果用骨龄与时间年龄的差异来区分成熟类型时，早熟儿童通常表现为(2.5分),A.骨龄大于时间年龄 B.骨龄等于时间年龄 C.骨龄小于时间年龄 D.骨龄与时间年龄无关 E.无法判断,,A.骨龄大于时间年龄
2726,14,1,2,37. 能较客观、精确反映发育成熟程度的是(2.5分),A.第二性征年龄 B.齿龄 C.骨龄 D.体重  E.身高,,C.骨龄
3010,15,1,2,1. 女方患有血友病，应建议其最好采取的措施为(2.5分),A.可以结婚及生育 B.可以结婚，禁止生育 C.可以结婚，限制生育 D.暂缓结婚 E.不能结婚,,C.可以结婚，限制生育
3019,15,1,2,10. 对于一些新产品和化学物，预测其发育毒性首先要靠(2.5分),A.环境流行病学研究 B.控制下的临床研究 C.动物毒性试验 D.人群试验,,C.动物毒性试验
3049,15,1,2,40. 致畸作用的毒理学特点是(2.5分),A.有致畸敏感期，计量反应关系曲线陡峭，物种差异明显 B.无致畸敏感期，计量反应关系曲线陡峭，物种差异明显 C.有致畸敏感期，计量反应关系曲线平缓，物种差异明显 D.无致畸敏感期，计量反应关系曲线平缓，物种差异明显,,A.有致畸敏感期，计量反应关系曲线陡峭，物种差异明显 
3332,16,1,2,3. 在遗传咨询过程中，下列哪一项并非正确的遗传咨询内容(2.5分),A.确立咨询者是否为遗传病患者 B.解答遗传疾病的发病原因、遗传方式、诊断预防等问题 C.对咨询者的婚育问题提出建议和指导 D.为咨询者决定是否生育 E.解答遗传病的再现风险率,,D.为咨询者决定是否生育
3336,16,1,2,7. 在传统的观念上，以下不属于出生缺陷的疾病是(2.5分),A.白化病 B.小头畸形 C.唇裂 D.先天性心脏病 E.膀胱外翻,,A.白化病
3357,16,1,2,28. 发育毒性是指接触有害因素，子代个体发育为成体之前诱发的任何有害影响。(2.5分),A.出生时 B.出生前 C.出生后 D.母体孕期,,B.出生前
3358,16,1,2,29. 致畸作用的敏感期是(2.5分),A.着床期 B.器官形成期 C.胎儿期 D.胚泡形成期,,B.器官形成期
3359,16,1,2,30. 发育毒性的影响因素不包括(2.5分),A.子代基因型 B.敏感期 C.剂量 D.遗传类型,,D.遗传类型
3360,16,1,2,31. 发育毒性表现中常被忽视(2.5分),A.死亡 B.畸形 C.生长迟缓 D.功能不全,,D.功能不全
3361,16,1,2,32. 胎仔检测内容有(2.5分),A.外观检查 B.骨骼检查 C.称重 D.以上都是,,D.以上都是
3362,16,1,2,33. 磁共振成像中，有关发射接收一体化线圈工作情况的描述，正确的是(2.5分),A.线圈在接收回波信号的同时发射 RF 脉冲对组织进行激励 B.线圈不间断地接收回波信号，不需要发射RF 脉冲对组织进行激励 C.线圈先不间断地接收回波信号，在不停止接收回波信号的情况下发射 RF 脉冲对组织进行激励 D.线圈先发射 RF 脉冲对组织进行激励，在不停止发射 RF 脉冲的情况下接收回波信号 E.线圈先发射 RF 脉冲对组织进行激励，在停止发射 RF 脉冲后接收回波信号,,E.线圈先发射 RF 脉冲对组织进行激励，在停止发射 RF 脉冲后接收回波信号
3364,16,1,2,35. 在MR成像过程中，三个梯度磁场启动的先后顺序是(2.5分),A.频率编码-相位编码-层面选择 B.层面选择-频率编码-相位编码 C.相位编码-频率编码-层面选择 D.层面选择-相位编码-频率编码 E.相位编码-层面选择-频率编码,,D.层面选择-相位编码-频率编码
