,grade,module,week,question_stem,choice,correct_answer
744,8,6,2,42. 肝内胆管出血部位不明可采用：(2.0分),A.三腔管压迫 B.肝固有动脉结扎及胆总管引流 C.胃大部切除  D.肝叶切除 E.肝固有动脉结扎,B.肝固有动脉结扎及胆总管引流
745,8,6,2,43. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。支持患原发性肝癌最有意义的体征是：(2.0分),A.肝右肋下约4.0cm   B.肝脏质地硬，有压痛 C.肝区可闻及血管杂音 D.肝区可闻及摩擦音 E.肝区有明显叩击痛,C.肝区可闻及血管杂音
746,8,6,2,44. 中晚期肝癌最常见的体征是：(2.0分),A.肝区痛 B.腹胀 C.肝肿大 D.下肢浮肿 E.皮下出血,C.肝肿大
747,8,6,2,45. 原发性肝癌的主要并发症不包括：(2.0分),A.肝性脑病  B.癌肿破裂出血 C.上消化道出血 D.低血糖症 E.继发感染,D.低血糖症
748,8,6,2,46. 男，55岁，进行性黄疸，肝功能欠佳，PT明显延长，宜选用哪种检查:(2.0分),A.碘番酸口服胆囊造影  B.静脉胆囊造影 C.经皮肝穿刺胆管造影（PTC） D.内窥镜逆行胰胆管造影（ERCP） E.胆囊穿刺置管造影,D.内窥镜逆行胰胆管造影（ERCP）
749,8,6,2,47. 上消化道出血的首选诊断方法是：(2.0分),A.鼻胃管或三腔管检查 B.早期内镜检查 C.选择性腹腔动脉或肠系膜上动脉造影  D.X线钡餐检查 E.核素检查,B.早期内镜检查
750,8,6,2,48. 下列哪个部位不存在门静脉系与腔静脉系之间的交通支：(2.0分),A.胃底、食管下端 B.直肠下部，肛管 C.食管中段、胃底 D.前腹壁 E.腹膜后,C.食管中段、胃底
751,8,6,2,49. 原发性肝癌早期转移途径为:(2.0分),A.肺内转移 B.淋巴转移 C.直接浸润转移 D.肝内转移 E.骨转移,D.肝内转移
752,8,6,2,50. 目前肝癌早期宜采用哪一种治疗为主：(2.0分),A.放射疗法 B.化学疗法 C.手术切除 D.中医中药 E.中医中药,C.手术切除
1093,9,6,2,1. 查体于肿大的肝脏表面听到血管杂音时，应考虑  (2.5分),A.布加综合征 B.门脉血栓形成 C.肝硬化失代偿期 D.原发性肝癌 E.慢性肝炎,D.原发性肝癌
1094,9,6,2,2. 自发性细菌性腹膜炎常见致病菌应是(2.5分),A.大肠杆菌和副大肠杆菌 B.溶血链球菌和肺炎双球菌 C.厌氧菌和链球菌 D. 大肠杆菌和厌氧菌 E. 绿脓杆菌和葡萄球菌,B.溶血链球菌和肺炎双球菌
1095,9,6,2,3. 男性，45岁，因患肝硬化腹水用速尿后尿量每日超过2000ml，近日出现四肢肌肉软弱无力，伴恶心呕吐，心电图出现传导和节律异常，其原因最可能是(2.5分),A. 低钾血症 B. 高钾血症 C. 低钠血症 D. 高钠血症 E.  低镁血症,A. 低钾血症
1096,9,6,2,4. 男性，38岁，患肝硬化3年，一周来畏寒发热，体温38℃左右，全腹痛，腹部明显膨胀，尿量500ml/d。住院后经检查有以下体征，对目前病情判断最有意义的是(2.5分),A. 蜘蛛痣及肝掌 B. 腹壁静脉曲张呈海蛇头样 C. 脾肿大 D. 全腹压痛及反跳痛 E. 腹部移动性浊音阳性,D. 全腹压痛及反跳痛
1097,9,6,2,5. 治疗肝硬化并上消化道出血(2.5分),A.休息，低盐饮食，限制入量，补充蛋白，给利尿剂 B.休息，高热量高蛋白饮食，护肝治疗 C.休息，高热量限制蛋白饮食，输入支链氨基酸 D.休息，禁食，积极补足血容量及采用各种止血措施 E.休息，控制输液量，纠正电解质紊乱，限制蛋白质,D.休息，禁食，积极补足血容量及采用各种止血措施
1098,9,6,2,6. 常伴皮肤瘙痒的肝硬化是(2.5分),A.小结节性肝硬化 B.大结节性肝硬化 C.淤血性肝硬化 D.原发性胆汁性肝硬化 E.日本血吸虫性肝硬化,D.原发性胆汁性肝硬化
1099,9,6,2,7. 下列不属于兴奋性神经递质的是(2.5分),A.γ-氨基丁酸 B.去甲肾上腺素 C.乙酰胆碱 D.门冬氨酸 E.多巴胺,A.γ-氨基丁酸
1100,9,6,2,8. 下列属于芳香族氨基酸的是 (2.5分),A.缬氨酸 B.亮氨酸 C.异亮氨酸 D.色氨酸 E.苏氨酸,D.色氨酸
1101,9,6,2,9. 门脉高压是指门脉压力超过 (2.5分),A.10cm H2O B.20cm H2O C.30cm H2O D.40cm H2O E.50cm H2O,B.20cm H2O
1102,9,6,2,10. 对细菌性肝脓肿的治疗，不正确的是： (2.5分),A.应使用较大剂量抗生素 B.单个较大脓肿可经皮穿刺置管引流 C.脓肿穿破胸腔应同时引流胸腔 D.慢性局限性厚壁脓肿可行肝叶切除 E.多发性脓肿宜经腹腔切开引流,E.多发性脓肿宜经腹腔切开引流
1103,9,6,2,11. 细菌性肝脓肿治疗中一般不需要手术切开引流的脓肿是： (2.5分),A.较大表浅易穿破的脓肿 B.已穿破腹腔或胸腔的脓肿 C.位于肝右后叶壁厚的脓肿 D.位于肝左叶、穿刺易污染腹腔的脓肿 E.慢性迁延性脓肿,C.位于肝右后叶壁厚的脓肿
1104,9,6,2,12. 除下列哪种肝脏疾病外是常见需要和肝脓肿相鉴别的： (2.5分),A.肝囊肿 B.胆管细胞癌 C.转移性肝癌 D.肝腺瘤 E.肝包虫,D.肝腺瘤
1105,9,6,2,13. 细菌性肝脓肿的主要感染途径是： (2.5分),A.胆道 B.肝动脉 C.门静脉 D.淋巴管 E.肝破损裂口,A.胆道
1106,9,6,2,14. 以下不是细菌性肝脓肿的常见临床表现是： (2.5分),A.寒战、高烧 B.肝区剧烈疼痛 C.肋下可及肿大肝脏 D.乏力、食欲不振 E.白细胞计数增高、明显左移,B.肝区剧烈疼痛
1107,9,6,2,15. 对阿米巴肝脓肿的有关论述，不正确的是： (2.5分),A.继发于阿米巴痢疾后 B.病情急剧，中毒症状严重 C.部分病人粪中查有阿米巴滋养体 D.多见棕褐色脓液，无臭味 E.白细胞计数增高不明显,B.病情急剧，中毒症状严重
1108,9,6,2,16. The Calot's Triangle is bounded by except:(2.5分),A.Cystic duct. B.The left hepatic duct. C.The common hepatic duct.  D.The inferior border of the liver. E.None of above.,B.The left hepatic duct.
1109,9,6,2,17. 女性，57岁，CT示肝左外叶8cm占位，伴门静脉左支栓塞，肝肾功能正常，首选治疗方案：(2.5分),A.手术切除 B.经肝动脉化学治疗和栓塞 C.全身化学治疗和中医治疗 D.肝肿瘤局部无水酒精注射 E.生物治疗,A.手术切除
1110,9,6,2,18. 肝内胆管出血部位不明可采用：(2.5分),A.三腔管压迫   B.肝固有动脉结扎及胆总管引流 C.胃大部切除 D.肝叶切除 E.肝固有动脉结扎,B.肝固有动脉结扎及胆总管引流
1111,9,6,2,19. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。支持患原发性肝癌最有意义的体征是：(2.5分),A.肝右肋下约4.0cm B.肝脏质地硬，有压痛 C.肝区可闻及血管杂音 D. 肝区可闻及摩擦音 E. 肝区有明显叩击痛,C.肝区可闻及血管杂音
1112,9,6,2,20. 中晚期肝癌最常见的体征是：(2.5分),A.肝区痛  B.腹胀 C.肝肿大 D.下肢浮肿 E.皮下出血,C.肝肿大
1113,9,6,2,21. 原发性肝癌的主要并发症不包括：(2.5分),A.肝性脑病   B.癌肿破裂出血 C.上消化道出血 D.低血糖症 E.继发感染,D.低血糖症
1114,9,6,2,22. 男，55岁，进行性黄疸，肝功能欠佳，PT明显延长，宜选用哪种检查:(2.5分),A.碘番酸口服胆囊造影   B.静脉胆囊造影 C.经皮肝穿刺胆管造影（PTC）     D.内窥镜逆行胰胆管造影（ERCP） E.胆囊穿刺置管造影,D.内窥镜逆行胰胆管造影（ERCP）
1115,9,6,2,23. 肝硬化患者出现血性腹水，但无腹痛及发烧。首先考虑可能并发：(2.5分),A.原发性腹膜炎 B.原发性肝癌 C.结核性腹膜炎 D.肝肾综合征 E.门静脉血栓形成,B.原发性肝癌
1116,9,6,2,24. 肝癌血行肝外转移最多见于：(2.5分),A.肺  B.胰  C.脑  D.肾  E.脑 ,A.肺 
1117,9,6,2,25. 肝硬化引起门脉高压的临床表现是：(2.5分),A.黄疸、腹水、脾肿大  B.腹水、脾肿大、肾功能衰竭  C.黄疸、腹水、侧枝循环的建立与开放  D.腹水、脾肿大、侧枝循环的建立与开放  E.腹水、上消化道出血、侧枝循环的建立与开放 ,D.腹水、脾肿大、侧枝循环的建立与开放 
1118,9,6,2,26. 下面哪一项不符合干扰素治疗乙肝炎的指征：(2.5分),A.血清胆红素在正常上限的2倍  B.HBV DNA 阳性  C.HBeAg 阳性  D.ALT在正常上限的2-10倍之间  E.病理检查有活动性炎症 ,A.血清胆红素在正常上限的2倍 
1119,9,6,2,27. Couinaud分段法将肝脏分为8段，其中尾状叶在：(2.5分),A.Ⅰ段  B.Ⅱ段  C.Ⅲ段  D.Ⅴ段  E.Ⅷ段 ,A.Ⅰ段 
1120,9,6,2,28. 早期肝癌是指瘤体:(2.5分),A.单个有包膜  B.3cm以下，不超过2个  C.微小而多个  D.界限清楚无出血  E.以上都是 ,B.3cm以下，不超过2个 
1121,9,6,2,29. 肝细胞弥漫性水样变性主要见于 (2.5分),A.急性重型肝炎  B.亚急性重型肝炎  C.慢性持续性肝炎  D.急性普通性肝炎  E.胆汁淤滞性肝炎 ,D.急性普通性肝炎 
1122,9,6,2,30. 肝细胞呈碎片状坏死或形成桥接坏死见于 (2.5分),A.急性重型肝炎  B.亚急性重型肝炎  C.急性普通型肝炎  D.慢性活动性肝炎  E.慢性持续性肝炎 ,D.慢性活动性肝炎 
1123,9,6,2,31. 甲型肝炎病毒（HAV）的主要传播途径是 (2.5分),A.经血传播  B.经消化道传播  C.经呼吸道传播  D.性传播  E.母婴传播 ,B.经消化道传播 
1124,9,6,2,32. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,B.管端悬以重量约1.0kg的物品，作牵引压迫
1125,9,6,2,33. 目前肝癌早期宜采用哪一种治疗为主：(2.5分),A.放射疗法  B.化学疗法  C.手术切除  D.中医中药  E.中医中药 ,C.手术切除 
1126,9,6,2,34. 对疑有早期原发性肝癌的患者，应首先用哪一种方法检查较好：(2.5分),A.同位素肝扫描  B.血清甲胎蛋白动态观察检查  C.肝区超声波检查  D.血清γˉ谷氨酰转肽酶  E.选择性肝动脉造影 ,B.血清甲胎蛋白动态观察检查 
1127,9,6,2,35. 下列哪种机制与肝性脑病发生无关？ (2.5分),A.氨中毒学说 B.假神经递质学说 C.GABA/BZ复合体学说 D.氨基酸失衡学说 E.水钠潴留,E.水钠潴留
1128,9,6,2,36. 有关肝性脑病错误的方法是(2.5分),A.生理盐水灌肠 B.弱酸溶液灌肠 C.肥皂水灌肠 D.乳果糖灌肠 E.硫酸镁导泻,C.肥皂水灌肠
1129,9,6,2,37. 肝硬化腹水治疗，一般不主张采用(2.5分),A.高蛋白饮食 B.低盐饮食 C.卧床休息 D.强烈利尿 E.腹水浓缩回输,D.强烈利尿
1130,9,6,2,38. 肝细胞癌患者最有诊断意义的血清学指标是 (2.5分),A.甲胎蛋白  B.癌胚抗原  C.碱性磷酸酶  D.酸性磷酸酶  E.γ-谷氨酰转肽酶 ,A.甲胎蛋白 
1131,9,6,2,39. 原发性肝癌是指 (2.5分),A.胆管上皮发生的癌  B.肝细胞和肝内胆管上皮发生的癌  C.肝细胞发生的癌  D.肝细胞和肝外胆管上皮发生的癌  E.来自Kupffer细胞的恶性肿瘤 ,B.肝细胞和肝内胆管上皮发生的癌 
1132,9,6,2,40. 肝硬化形成过程的基本病理变化不包括 (2.5分),A.肝细胞溶解性坏死  B.肝细胞结节状再生  C.肝细胞嗜酸性坏死  D.肝细胞桥接坏死  E.纤维组织增生 ,C.肝细胞嗜酸性坏死 
1453,10,6,2,"1. Three weeks after a meal at the Trucker's Cafe, a 28-year-old man develops malaise, fatigue,and loss of appetite. He notes passing dark urine. On physical examination, he has mild scleral icterus and right upper quadrant tenderness. Laboratory studies show serum AST of 62U/L and ALT of 58U/L. The total bilirubin concentration is 3.9 mg/dL, and the direct bilirubin concentration is 3.9mg/dL. His symptoms abate over the next 3 weeks. On returning to the cafe, he finds that it has been closed by the city's health department. Which of the following serologic test results is most likely to be positive in this patient? (2.5分)",A.Anti-HBs B.IgM anti-HDV C.Anti-HCV D.IgM anti-HAV E.Anti-HBc,不知道
1454,10,6,2,"2. A 53-year-old man comes to the emergency department because of marked hematemesis that has continued for the past 3 hours. On physical examination, he has a temperature of 35.9℃, pulse of 90/45 mm Hg. He has a distended abdomen with a fluid wave, and the spleen tip is palpable. What liver disease is most likely to be present in this patient? (2.5分)",A.Cirrhosis B.Cholangiocarcinoma C.Massive hepatic necrosis D.Fatty change E.HAV infection,不知道
1455,10,6,2,"3. A 27-year-old man with a history of intravenous drug use has been known to be infected with hepatitis B virus for the past 6 years and not ill. He is seen in the emergency department because he has had nausea, vomiting, and passage of dark-colored urine for the past week. Physical examination shows scleral icterus and mild jaundice. There are recent and healed track marks in the right antecubital fossa. Neurologic examination shows a confused, somnolent man oriented only to person. He exhibits asterixis. Laboratory studies show total protein, 5g/dL; albumin, 2.7g/dL; AST, 2342U/L; ALT, 2150U/L; alkaline phosphatase, 233U/L; total bilirubin, 8.3mg/dL; and direct bilirubin, 4.5mg/dL. What is the most likely diagnosis? (2.5分)",A.Chronic HAV infection B.Chronic HBV infection C.Chronic HCV infection D.Coinfection with HBV and HDV E.Superinfection of chronic HBV with HDV,不知道
1456,10,6,2,4. 肝细胞呈碎片状坏死或形成桥接坏死见于(2.5分),A.急性重型肝炎  B.亚急性重型肝炎  C.急性普通型肝炎  D.慢性活动性肝炎  E.慢性持续性肝炎 ,不知道
1457,10,6,2,5. 下列哪项是确诊门静脉性肝硬化最可靠的依据？ (2.5分),A.血浆白蛋白、球蛋白比例倒置  B.肝功能明显不正常  C.肝穿刺病理有假小叶形成  D.肝、脾大  E.肝脏明显增大 ,不知道
1458,10,6,2,6. 下列关于肝脏的功能，不正确的是(2.5分),A.分泌功能 B.代谢功能 C.解毒作用 D.合成功能 E.氧合功能,不知道
1459,10,6,2,7. 女性，57岁，CT示肝左外叶8cm占位，无血管侵犯，肝肾功能正常，首选治疗方案(2.5分),A.手术切除 B.经肝动脉化学治疗和栓塞 C.全身化学治疗和中医治疗 D.肝肿瘤局部无水酒精注射 E.生物治疗,不知道
1460,10,6,2,8. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。下面哪一种辅助检查不利于明确诊断(2.5分),A.B超 B.X片 C.CT D.磁共振 E.PET-CT,不知道
1461,10,6,2,9. 原发性肝癌的主要并发症不包括(2.5分),A.肝性脑病  B.癌肿破裂出血 C.上消化道出血 D.低血糖症 E.继发感染,不知道
1462,10,6,2,10. 上消化道出血的首选诊断方法是(2.5分),A.鼻胃管或三腔管检查 B.早期内镜检查 C.选择性腹腔动脉或肠系膜上动脉造影 D.X线钡餐检查 E.核素检查,不知道
1463,10,6,2,11. 肝硬化患者出现血性腹水，但无腹痛及发烧。首先考虑可能并发(2.5分),A.原发性腹膜炎 B.原发性肝癌 C.结核性腹膜炎 D.肝肾综合征 E.门静脉血栓形成,不知道
1464,10,6,2,12. 目前肝癌早期宜采用哪一种治疗为主(2.5分),A.放射疗法  B.化学疗法  C.手术切除  D.中医中药  E.中医中药 ,不知道
1465,10,6,2,13. 肝癌血行肝外转移最多见于(2.5分),A.肺  B.胰  C.脑  D.肾  E.脑 ,不知道
1466,10,6,2,14. 对疑有早期原发性肝癌的患者，应首先用哪一种方法检查较好(2.5分),A.同位素肝扫描  B.血清甲胎蛋白动态观察检查  C.肝区超声波检查  D.血清γˉ谷氨酰转肽酶  E.选择性肝动脉造影 ,不知道
1467,10,6,2,15. 肝移植的适应症不包括(2.5分),A.急性肝衰竭 B.重型肝炎 C.先天性胆道闭锁 D.肝硬化失代偿合并小肝癌 E.肝脏巨大血管瘤,不知道
1468,10,6,2,16. 门脉高压症发生消化道出血的主要原因是(2.5分),A.痔静脉曲张  B.脾肿大破裂  C.腹壁静脉曲张  D.食管下段和胃底静脉曲张 ,不知道
1469,10,6,2,17. Couinaud分段法将肝脏分为8段，其中尾状叶在(2.5分),A.Ⅰ段  B.Ⅱ段  C.Ⅲ段  D.Ⅴ段  E.Ⅷ段 ,不知道
1470,10,6,2,18. Couinaud肝脏分段法是根据以下哪项解剖结构为基础(2.5分),A.肝动脉、门静脉 B.门静脉、胆道 C.肝静脉、胆道       D.肝静脉、门静脉 E.Glisson纤维鞘,不知道
1471,10,6,2,19. 肝癌最主要的转移途径是(2.5分),A.直接侵犯    B.淋巴转移 C.血行转移 D.腹腔内种植 E.肝内转移,不知道
1472,10,6,2,20. 下列哪项不是肝硬变腹水形成机制(2.5分),A.低蛋白血症 B.门静脉压力增高 C.肝内淋巴的产生增多 D.肝静脉阻力增高 E.醛固酮分泌减少,不知道
1473,10,6,2,21. 下列哪种机制与肝性脑病发生无关(2.5分),A.氨中毒学说 B.假神经递质学说 C.GABA/BZ复合体学说 D.氨基酸失衡学说 E.水钠潴留,不知道
1474,10,6,2,22. 下列属于芳香族氨基酸的是(2.5分),A.缬氨酸 B.亮氨酸 C.异亮氨酸 D.色氨酸 E.苏氨酸,不知道
1475,10,6,2,23. 肝硬化腹水形成的原因不包括(2.5分),A.门静脉压力增高 B.血浆胶体渗透压降低 C.肝脏淋巴液失平衡 D.甲状腺功能减退 E.低蛋白血症,不知道
1476,10,6,2,24. The complication of liver cirrhosis is not including(2.5分),A.Hepatic coma B.Upper GI bleeding C.Liver-lung syndrome D.Hepatocellular carcinoma E.Diabetes insipidus,不知道
1477,10,6,2,25. 男性，45岁，因患肝硬化腹水用速尿后尿量每日超过2000ml，近日出现四肢肌肉软弱无力，伴恶心呕吐，心电图出现传导和节律异常，其原因最可能是(2.5分),A.低钾血症 B.高钾血症 C.低钠血症 D.高钠血症 E.低镁血症,不知道
1478,10,6,2,26. 关于肝硬化的叙述中正确的是(2.5分),A.亚急性重症病毒性肝炎多发展为门脉性肝硬化 B.病变特点是肝细胞坏死、纤维组织增生和假小叶形成 C.门脉高压可表现为出血倾向 D.肝功能不全可表现为脾脏肿大 E.肝硬化不发生癌变,不知道
1479,10,6,2,27. 下列属于肝硬化门脉高压表现的是(2.5分),A.肝掌 B.蜘蛛痣 C.脾肿大 D.肝肿大 E.男性乳房发育,不知道
1480,10,6,2,28. 查体于肿大的肝脏表面听到血管杂音时，应考虑(2.5分),A.布加综合征 B.门脉血栓形成 C.肝硬化失代偿期 D.原发性肝癌 E.慢性肝炎,不知道
1481,10,6,2,29. 有关肝性脑病错误的方法是(2.5分),A.生理盐水灌肠 B.弱酸溶液灌肠 C.肥皂水灌肠 D.乳果糖灌肠 E.硫酸镁导泻,不知道
1482,10,6,2,30. 常伴皮肤瘙痒的肝硬化是(2.5分),A.小结节性肝硬化 B.大结节性肝硬化 C.淤血性肝硬化 D.原发性胆汁性肝硬化 E.日本血吸虫性肝硬化,不知道
1483,10,6,2,31. A 57-year-old woman is found to have a liver mass by CT scan. Which of the followings confirms that she is more likely to have a pyogenic liver abscess than malignant tumor？ (2.5分),A.She was diagnosed as liver cirrhosis previously. B.Jaundice is absent. C.Slightly yellow and turbid liquid is obtained by BUS guided aspiration. D.She has a history of biliary tract disease. E.There is a rapid response to metronidazole.,不知道
1484,10,6,2,"32. A 64-year-old man was consulted because of a fever of 39°C, general malaise, nausea, and right upper quadrant (RUQ) discomfort. On physical examination, jaundice and RUQ tenderness are noted, and enlarged liver can be palpated. Chest x-ray shows elevated right diaphragm. Which of the followings indicates amebic liver abscess？ (2.5分)",A.Laboratory tests show leukocytosis. B.Brown pus was aspirated. C.Previous history of calculous cholecystitis. D.He was diagnosed as diabetes mellitus 5 years ago. E.Jaundice is presented.,不知道
1485,10,6,2,33. A 28-year-old man presents with right upper quadrant pain. His WBC and ALP are raised with a normal serum bilirubin. Serology for antibodies to Entamoeba histolytica is positive. Abdominal ultrasonography showed a solitary abscess measuring 6 cm in diameter in the right lobe of the liver. He had travelled to India 4 months ago. Which therapy is the first choice? (2.5分),A.Chloroquine  B.Metronidazole C.Percutaneous drainage D.Resection E.Deroofing,不知道
1486,10,6,2,34. 阿米巴原虫是沿何途径进入肝内，形成阿米巴肝脓肿的？(2.5分),A.肝静脉 B.肝动脉 C.胆道 D.淋巴道 E.门静脉属支,不知道
1487,10,6,2,35. 阿米巴肝脓肿穿刺引流时往往采用封闭式引流，其主要原因是(2.5分),A.脓肿往往很大，脓液量大 B.脓肿常合并细菌感染 C.为避免脓肿破坏周边血管引起的出血堵塞引流管 D.脓肿多位于右肝近膈顶部，穿刺易引起气胸 E.为预防继发细菌感染,不知道
1488,10,6,2,36. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,不知道
1489,10,6,2,37. 我国原发性肝癌的发病主要与下列哪个因素有关(2.5分),A.慢性乙型病毒性肝炎 B.丙型病毒性肝炎 C.营养不良 D.遗传因素 E.酒精摄入,不知道
1490,10,6,2,38. 早期肝癌是指(2.5分),"A.直径在2cm以内,少于2个结节  B.直径在3cm以内,少于2个结节  C.直径在2cm以内,少于3个结节  D.癌未累及被膜  E.癌局限于小叶内 ",不知道
1491,10,6,2,39. Which marker has the highest sensitivity and specificity for hepatocellular carcinoma? (2.5分),A.AFP B.CEA C.CA125 D.CA199 E.PSA,不知道
1492,10,6,2,40. 目前细菌性肝脓肿的感染途径最常见的是何种途径？(2.5分),A.肝动脉 B.脐静脉 C.门静脉 D.胆道 E.损伤处直接进入,不知道
1774,11,6,2,1. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,B.管端悬以重量约1.0kg的物品，作牵引压迫
1775,11,6,2,2. 下列哪种说法不符合细菌性肝脓肿的常见表现： (2.5分),A.有慢性腹泻病史 B.病灶多为多发，好发于肝右叶 C.白细胞计数可增加 D.脓液呈黄色，有臭味 E.抗生素治疗多有效,A.有慢性腹泻病史
1776,11,6,2,3. 肝硬化腹水治疗，一般不主张采用(2.5分),A.高蛋白饮食 B.低盐饮食 C.卧床休息 D.强烈利尿 E.腹水浓缩回输,D.强烈利尿
1777,11,6,2,4. 第三肝门处进入下腔静脉的血管是(2.5分),A.门静脉 B.肝短静脉 C.肝静脉  D.肝动脉 E.胃网膜静脉,B.肝短静脉
1778,11,6,2,5. A 65-year-old man is found to have a liver abscess by CT scan. Which of the followings indicates that he is more likely to have a pyogenic than amebic liver abscess？ (2.5分),A.He travelled to South American recently. B.Jaundice is absent. C.He has associated diarrhea. D.He has a history of biliary tract disease. E.There is a rapid response to metronidazole.,D.He has a history of biliary tract disease.
1779,11,6,2,"6. A 34-year-old man presented to the Emergency Department with a 3-day history of abdominal pain, fever, malaise and jaundice. On examination he was pyrexial and jaundice with no other abdominal signs. An ultrasound scan of the liver showed a 5-cm hypoechoic lesion with a fluid level. Which is the most likely diagnosis? (2.5分)",A.Haemangioma B.Liver abscess C.Hepatic metastasis D.Hydatid cyst E.Hepatocellular carcinoma (HCC) ,B.Liver abscess
1780,11,6,2,7. 关于细菌性肝脓肿，下列哪项叙述正确(2.5分),A.大部分为胆源性肝脓肿 B.致病菌多为革兰氏阴性菌 C.脓液多为棕褐色，涂片可能无细菌 D.多见于肝右叶，单发 E.手术引流是唯一有效方法,A.大部分为胆源性肝脓肿
1781,11,6,2,8. 下列哪项不属于细菌性肝脓肿的经验性抗生素治疗必需覆盖的病原微生物(2.5分),A.大肠杆菌 B.肺炎克雷伯菌 C.金黄色葡萄球菌 D.厌氧性链球菌 E.分支杆菌,E.分支杆菌
1782,11,6,2,9. 一位68岁的男性患者因主诉右上腹痛伴高热三天来医院就诊，问诊得知他患有2型糖尿病多年，血常规检查发现该患者的白细胞计数升高至14×109/L，肝功能检查发现转氨酶轻度升高。腹部B超检查发现患者右肝内有一约6cm大小的病灶。该患者被诊断为细菌性肝脓肿，他的下一步的治疗方案是(2.5分),A.口服抗生素治疗 B.超声引导下的肝脓肿穿刺引流 C.广谱抗生素+超声引导下的肝脓肿穿刺引流 D.开腹肝脓肿切开引流术 E.脓肿所在的肝叶切除手术,C.广谱抗生素+超声引导下的肝脓肿穿刺引流
1783,11,6,2,10. 关于细菌性肝脓肿，下列哪项叙述正确? (2.5分),A.大部分为胆源性肝脓肿 B.致病菌多为革兰氏阳性菌 C.脓液多为棕褐色，涂片可能无细菌 D.多见于肝右叶，单发 E.手术引流是唯一有效方法,A.大部分为胆源性肝脓肿
1784,11,6,2,11. 下列哪种机制与肝性脑病发生无关？ (2.5分),A.氨中毒学说 B.假神经递质学说 C.GABA/BZ复合体学说 D.氨基酸失衡学说 E.水钠潴留,E.水钠潴留
1785,11,6,2,12. 下列属于芳香族氨基酸的是(2.5分),A.缬氨酸 B.亮氨酸 C.异亮氨酸 D.色氨酸 E.苏氨酸,D.色氨酸
1786,11,6,2,13. 肝硬化腹水形成的原因不包括(2.5分),A.门静脉压力增高 B.血浆胶体渗透压降低 C.肝脏淋巴液失平衡 D.甲状腺功能减退 E.低蛋白血症,D.甲状腺功能减退
1787,11,6,2,14. The complication of liver cirrhosis is not including(2.5分),A.Hepatic coma B.Upper GI bleeding C.Liver-lung syndrome D.Hepatocellular carcinoma E.Diabetes insipidus,E.Diabetes insipidus
1788,11,6,2,15. 男性，45岁，因患肝硬化腹水用速尿后尿量每日超过2000ml，近日出现四肢肌肉软弱无力，伴恶心呕吐，心电图出现传导和节律异常，其原因最可能是(2.5分),A.低钾血症 B.高钾血症 C.低钠血症 D.高钠血症 E.低镁血症,A.低钾血症
1789,11,6,2,16. 关于肝硬化的叙述中正确的是(2.5分),A.亚急性重症病毒性肝炎多发展为门脉性肝硬化 B.病变特点是肝细胞坏死、纤维组织增生和假小叶形成 C.门脉高压可表现为出血倾向 D.肝功能不全可表现为脾脏肿大 E.肝硬化不发生癌变,B.病变特点是肝细胞坏死、纤维组织增生和假小叶形成
1790,11,6,2,17. 下列属于肝硬化门脉高压表现的是(2.5分),A.肝掌 B.蜘蛛痣 C.脾肿大 D.肝肿大 E.男性乳房发育,C.脾肿大
1791,11,6,2,18. 常伴皮肤瘙痒的肝硬化是(2.5分),A.小结节性肝硬化 B.大结节性肝硬化 C.淤血性肝硬化 D.原发性胆汁性肝硬化 E.日本血吸虫性肝硬化,D.原发性胆汁性肝硬化
1792,11,6,2,19. 查体于肿大的肝脏表面听到血管杂音时，应考虑(2.5分),A.布加综合征 B.门脉血栓形成 C.肝硬化失代偿期 D.原发性肝癌 E.慢性肝炎,D.原发性肝癌
1793,11,6,2,20. 肝硬化患者两个月前发现腹水，昨天突然出现剧烈腹痛、伴呕吐、发热、腹水迅速增加，并排出少量暗红色血便，最可能出现哪种情况(2.5分),A.食管静脉曲张破裂出血 B.急性胰腺炎 C.合并肝癌破裂 D.门静脉血栓形成 E.合并脾破裂出血,D.门静脉血栓形成
