number,grade,module,week,question_stem,choice,answer
829,8,7,6,34. 尿毒症患者为纠正酸中毒静滴碳酸氢钠时发生手足搐搦，可能机制(2.5分),A.高钠血症继发脑水肿 B.血中游离钙降低 C.低钾血症 D.血中钙总量减少 E.碳酸氢根离子浓度过高发生碱中毒,B.血中游离钙降低
830,8,7,6,35. 下列哪一项说法是错误的(2.5分),A.糖尿病肾病引起的尿毒症患者在肾小球滤过率15ml/min左右就要开始透析。 B.糖尿病患者在肾衰时胰岛素的用量往往会减少。 C.尿毒症患者尿量大于500ml，一般不会去发生高钾血症。 D.尿毒症患者出现PTH升高是由于高钙血症引起的。 E.肾性贫血是正细胞正常色素性贫血。,D.尿毒症患者出现PTH升高是由于高钙血症引起的。
831,8,7,6,36. 下列哪项措施不是用来延缓慢性肾衰竭的进展(2.5分),A.低蛋白饮食 B.必需氨基酸的应用 C.中医药疗法 D.控制血脂、血压 E. 使用利尿剂治疗,E. 使用利尿剂治疗
832,8,7,6,37. 42岁男性患者，因"反复无痛性肉眼血尿1月"入院。下列诊断中，除哪项以外均需考虑(2.5分),A.肾盂癌 B.输尿管癌 C.膀胱癌 D.前列腺增生 E.肾癌,D.前列腺增生
833,8,7,6,38. 72岁男性患者，因"反复腰酸腰胀伴肉眼血尿1月"入院。下列诊断中，除哪项以外均需考虑(2.5分),A.肾结核 B.肾结石 C.输尿管肿瘤 D.膀胱癌 E.前列腺癌,E.前列腺癌
834,8,7,6,39. 58岁女性患者，因"反复尿道口溢脓血1月"入院。入院查膀胱尿道镜检查提示：远段尿道见浅溃疡。下列哪些诊断需考虑：(2.5分),A.梅毒 B.尿道癌 C.尿道炎 D.泌尿系结核 E.以上都是,E.以上都是
835,8,7,6,40. VHL综合征的特点不包括以下哪项？(2.5分),A.患者常发生多脏器肿瘤 B.与VHL基因扩增有关 C.属常染色体显性遗传性疾病 D.可发生双侧多发性肾透明细胞癌 E.可伴发胰腺囊肿,B.与VHL基因扩增有关
1142,9,7,6,1. 下列哪项符合AKI诊断标准：(2.0分),"A.72h血肌酐升高≥26.4umol/l B.48h 血肌酐升高≥26.4umol/l C.尿量＜0.5ml/kg/h,持续4小时以上 D.48h 血肌酐升高较基数值≥30%",B.48h 血肌酐升高≥26.4umol/l
1143,9,7,6,2. 区分急性肾损伤和慢性肾衰竭最有意义的是：(2.0分),A.蛋白尿程度 B.血尿程度 C.氮质血症程度 D.双肾体积,D.双肾体积
1144,9,7,6,3. 非少尿型急性肾损伤，尿量为(2.0分),A.大于100ml／天 B.大于400ml／天 C.大于1000ml／天 D.小于400ml／天,B.大于400ml／天
1145,9,7,6,4. 下列哪项指标提示患者是肾性急性肾损伤(2.0分),A.尿钠浓度<20 B.尿渗透压>500 C.滤过钠分数>1 D.尿比重>1．018,C.滤过钠分数>1
1146,9,7,6,5. 急性肾衰竭时，下列哪种情况需紧急血液透析(2.0分),A.血肌酐达353.6umol／L B.动脉血气分析pH 7.30 C.血红蛋白＜11g／dl D.急性肺水肿,D.急性肺水肿
1147,9,7,6,6. 导致输尿管梗阻最常见的原因 (2.0分),A.炎症  B. 肿瘤  C. 结核  D. 结石  E.先天性肾盂输尿管连接部狭窄,D. 结石 
1148,9,7,6,7. 解除尿路梗阻的方法，下列哪项首选 (2.0分),A.留置导尿  B.膀胱造楼  C.肾造瘘  D.输尿管皮肤造瘘  E.查清病因，解除原发病,E.查清病因，解除原发病
1149,9,7,6,8. 前列腺增生的并发症不包括 (2.0分),A.膀胱结石 B.腹股沟疝 C.镜下血尿  D. 双肾积水 E. 睾丸鞘膜积液,E. 睾丸鞘膜积液
1150,9,7,6,9. 遗传性肾肿瘤常见于下列哪些疾病(2.0分),A. Von Hipple-Lindau综合征 B.Birt-Hogg-Duke综合征 C.遗传性乳头状肾癌 D.以上都是,D.以上都是
1151,9,7,6,10. PSA灰区是指(2.0分),A.<4ng/ml B.>4ng/ml C.4-10ng/ml D. >10ng/ml,C.4-10ng/ml
1152,9,7,6,11. 肾癌的临床表现可以归结为"肾癌三联征"，其不包括以下哪个症状(2.0分),A.血尿 B. 疼痛 C.排尿困难 D. 肿块,C.排尿困难
1153,9,7,6,12. 70岁男性，因"体检发现PSA升高1周"入院。入院前，患者PSA检查提示：PSA 15.63ng/ml，B超提示前列腺左侧外周带多发低回声结节。患者因进一步行何检查以明确诊断(2.0分),A.DRE B. TURP C.前列腺穿刺活检 D. 前列腺MRI,C.前列腺穿刺活检
1154,9,7,6,13. 根治性肾切除的手术范围一般不包括下列哪个选项(2.0分),A. 患肾 B..患侧输尿管全长 C. 肾周筋膜及脂肪 D.区域内肿大淋巴结,B..患侧输尿管全长
1155,9,7,6,14. 以下哪项不属于局限性前列腺癌的常用治疗方式(2.0分),A.主动监测 B.化疗 C.根治性前列腺切除术 D.放疗,B.化疗
1156,9,7,6,15. 78岁男性，因"无痛性肉眼血尿3天"入院。入院后查B超提示：膀胱左侧比多发占位，为进一步明确诊断，应行何检查(2.0分),A.CT B.MRI C. 经直肠B超 D. 膀胱镜及镜下活检,D. 膀胱镜及镜下活检
1157,9,7,6,16. 膀胱癌患者属于以下哪种情况时可考虑行TURBt治疗 (2.0分),A.T1N0M0 期膀胱癌，且病变较局限 B.肌层浸润性膀胱癌 C. 膀胱癌病变广泛 D.高危的浅表性膀胱癌,A.T1N0M0 期膀胱癌，且病变较局限
1158,9,7,6,17. 以下哪项不是前列腺癌的危险因素(2.0分),A.尿路结石 B. 年龄 C.遗传背景 D. 家族史,A.尿路结石
1159,9,7,6,18. 肾损伤的保守治疗中很重要的一点的是嘱患者绝对卧床，一般绝对卧床的时间是(2.0分),A. 24小时 B.3天 C.2周以上 D.1月以上   E. 3-6个月,C.2周以上
1160,9,7,6,19. 输尿管损伤最常见的原因是(2.0分),A. 骑跨伤 B. 高处坠落伤 C. 锐器外伤 D. 医源性损伤 E.以上都不是,D. 医源性损伤
1161,9,7,6,20. 按照美国创伤外科协会肾损伤分级，肾蒂血管撕裂属于以下哪个分级(2.0分),A.I B. II C. III D. IV   E. V,E. V
1162,9,7,6,21. 下列哪项不是肾损伤的并发症(2.0分),A.尿外渗 B. 迟发性出血 C.肾周脓肿 D. 外伤后肾积水 E.肾自截,E.肾自截
1163,9,7,6,22. 下列哪项不是膀胱损伤的临床表现(2.0分),A.血尿 B.排尿困难 C.尿瘘 D.无尿    E. 以上都是,D.无尿    E. 以上都是
1164,9,7,6,23. 肾影缩小， 肾盂造影造影剂肾实质显影浅淡造影剂排泄延迟及减少应考虑：(2.0分),A. 马蹄肾 B.肾盂癌 C.肾功能不良   D.肾囊肿 E.肾积水,C.肾功能不良  
1165,9,7,6,24. 输尿管结石的常见形态是：(2.0分),A.米粒状   B.不规则形 C.鹿角形   D.桑椹状   E.分层状,A.米粒状  
1166,9,7,6,25. 马蹄肾的ＣＴ典型征象是：(2.0分),A.肾外形不光整 B.病侧肾下垂 C.肾影不清 D.肾区可见不规则钙化灶  E.肾影倒"八字"形两侧下极相连,E.肾影倒"八字"形两侧下极相连
1167,9,7,6,26. 静脉尿路造影常用造影剂为：(2.0分),A.硫酸钡   B.泛影葡胺 C.碘化油  D.磁显葡胺  E.空气,B.泛影葡胺
1168,9,7,6,27. 下列关于肾脏影像解剖的描述，哪项不妥？(2.0分),A.肾脏呈蚕豆形，其长轴指向外下方 B.儿童肾脏位置较成人高 C.左肾比右肾约高1-2cm   D.成人肾脏长约10-15cm，宽约5-8cm E.婴儿肾外形可有分叶倾向,B.儿童肾脏位置较成人高
1169,9,7,6,28. 下列关于肾自截的叙述哪项正确？(2.0分),A.肾大部或全肾钙化  B.部分肾为干酪坏死物质和空洞所替代   C.静脉肾盂造影可见正常肾排泄功能      Ｄ、 D.肾功能不会丧失 E.肾周渗出改变明显,A.肾大部或全肾钙化 
1170,9,7,6,29. 膀胱结核肾盂造影表现为：(2.0分),A.膀胱挛缩、变小、变形、轮廓不清 B.膀胱内壁凹凸不平，见充盈缺损　 C.膀胱扩大 D.膀胱密度不均 E.无改变,A.膀胱挛缩、变小、变形、轮廓不清
1171,9,7,6,30. 典型输尿管结核静脉肾盂造影表现：(2.0分),A.输尿管内可有充盈缺损  B.输尿管"串珠状"改变 C.输尿管变粗   D.输尿管壁增厚  E.以上全对,E.以上全对
1172,9,7,6,31. 一侧肾盂不显影，膀胱显著缩小，边缘毛糙，应首先考虑：(2.0分),A.慢性肾炎  B.肾腺癌 C.膀胱癌 D.肾膀胱结核 E.膀胱神经机能障碍,D.肾膀胱结核
1173,9,7,6,32. 下列何种检查方法常用于肾肿瘤的初步筛查？(2.0分),A.腹部平片 B.超声 C.CT  D.逆行肾盂造影   E.IVP,B.超声
1174,9,7,6,33. 青年男性，无自觉不适，CT平扫示双侧肾下极融合，尿检无明显异常，应首先考虑：(2.0分),A.双肾结核 B.双肾结石 C.双侧髓质海绵肾 D.马蹄肾 E.双侧肾癌,D.马蹄肾
1175,9,7,6,34. 下列肾脏疾病中哪项不属于先天性异常(2.0分),A.重复肾 B.肾肿瘤 C.马蹄肾  D.肾发育不良 E.异位肾    ,D.肾发育不良
1176,9,7,6,35. 下列哪种肾脏改变有临床病理意义(2.0分),A.海绵肾 B.马蹄肾 C.异位肾  D.多囊肾 E.以上都是     ,E.以上都是     
1177,9,7,6,36. 胡桃夹征是指(2.0分),A.肾血管性病变 B.肾脏感染 C.肾实质畸形  D.肾外伤 E.以上都不是  ,E.以上都不是  
1178,9,7,6,37. 男，4５岁，突发腰背部疼痛3小时，CT图提示右肾中下部皮质外新月形密度增高影，ＣＴ值约５６ＨＵ。首先考虑诊断是： (2.0分),A.肾细胞癌 B.肾母细胞瘤 C.肾血管平滑肌脂肪瘤 D.肾包膜下出血 E.肾腺瘤,D.肾包膜下出血
1179,9,7,6,38. 肾脏组织中早期强化的结构是 (2.0分),A.肾皮质  B.肾盂  C.肾包膜  D.肾髓质 E.肾乳头 ,A.肾皮质 
1180,9,7,6,39. 能使肾小球有效率过滤下降的主要因素是： (2.0分),A.滤过面积下降 B.出球小动脉痉挛 C.入球小动脉舒张 D.血浆胶体渗透压升高 E.肾血流量下降,C.入球小动脉舒张
1181,9,7,6,40. 肾近曲小管功能障碍会出现： (2.0分),A.等渗尿 B.低渗尿 C.肾性糖尿 D.肾性尿崩症 E.多尿,D.肾性尿崩症
1182,9,7,6,41. 肾远曲小管功能障碍会出现：(2.0分),A.肾性糖尿 B.肾性氨基酸尿 C.高渗尿 D.肾小管性酸中毒 E.蛋白尿,C.高渗尿
1183,9,7,6,42. 发生肾内血流重新分配的生理解剖条件是： (2.0分),A.皮质肾单位的数量多于近髓肾单位 B.两类肾单位的血管形态和血流阻力不同 C.两类肾单位的交感神经和肾素分布不同 D.皮质肾单位的入球小动脉口径大于出球小动脉 E.近髓肾单位的入球小动脉口径大于出球小动脉,E.近髓肾单位的入球小动脉口径大于出球小动脉
1184,9,7,6,43. 肾前性急性肾功能衰竭最多见的原因是： (2.0分),A.汞中毒 B.急性肾炎 C.肾内血栓形成 D.尿路梗阻 E.休克早期,A.汞中毒
1185,9,7,6,44. 急性肾功能衰竭的主要发生机制是： (2.0分),A.肾小球滤过功能障碍 B.原尿漏回间质 C.肾小管阻塞 D.肾组织细胞肿胀 E.肾内广泛微血栓形成,C.肾小管阻塞
1186,9,7,6,45. 慢性肾功能不全时引起继发性甲状旁腺功能亢进的原因是(2.0分),A.血钾升高 B.血肌酐升高  C.血磷升高、血钙降低 D.BUN升高 E.二氧化碳结合力升高,C.血磷升高、血钙降低
1187,9,7,6,46. 国内引起尿毒症的最常见病因是(2.0分),A.糖尿病肾病  B.多囊肾 C.慢性肾炎 D.肾结石 E.高血压肾病,D.肾结石
1188,9,7,6,47. 慢性肾功能不全患者意识丧失、心跳骤停而死，其死亡原因可能是(2.0分),A.代谢性酸中毒  B.低钙血症 C.心力衰竭 D.高钾血症  E.尿毒症脑病 ,B.低钙血症
1189,9,7,6,48. 尿毒症患者为纠正酸中毒静滴碳酸氢钠时发生手足搐搦，可能机制(2.0分),A.高钠血症继发脑水肿 B.血中游离钙降低 C.低钾血症 D.血中钙总量减少 E.碳酸氢根离子浓度过高发生碱中毒,C.低钾血症
1190,9,7,6,49. 肾功能不全的健存肾单位学说是(2.0分),A.全部肾单位普遍受损 B.肾单位一部分受损，再生一部分肾单位代偿 C.当肾单位破坏至一定数量，残存的肾单位代偿 D.肾单位受损到一定数量后，又可以再生恢复功能 E.每个肾单位中，一部分受损后，其余部分代偿。,E.每个肾单位中，一部分受损后，其余部分代偿。
1191,9,7,6,50. 下列除哪一项外都是肾衰贫血的原因(2.0分),A.肾产生EPO减少 B.肾衰时红细胞生存时间缩短 C.尿毒症毒素对骨髓的抑制 D.血透过程失血或频繁的抽血化验  E.肾素水平的升高 ,D.血透过程失血或频繁的抽血化验 
1504,10,7,6,1. 下列哪项符合AKI诊断标准：(2.0分),"A.72h血肌酐升高≥26.4umol/l B.48h 血肌酐升高≥26.4umol/l C.尿量＜0.5ml/kg/h,持续4小时以上 D.48h 血肌酐升高较基数值≥30%",B.48h 血肌酐升高≥26.4umol/l
1505,10,7,6,2. 区分急性肾损伤和慢性肾衰竭最有意义的是：(2.0分),A.蛋白尿程度 B.血尿程度 C.氮质血症程度 D.双肾体积,D.双肾体积
1506,10,7,6,3. 非少尿型急性肾损伤，尿量为 (2.0分),A.大于100ml／天 B.大于400ml／天 C.大于1000ml／天 D.小于400ml／天,B.大于400ml／天
1507,10,7,6,4. 下列哪项指标提示患者是肾性急性肾损伤(2.0分),A.尿钠浓度<20 B.尿渗透压>500 C.滤过钠分数>1 D.尿比重>1．018,C.滤过钠分数>1
1508,10,7,6,5. 急性肾衰竭时，下列哪种情况需紧急血液透析(2.0分),A.血肌酐达353.6umol／L B.动脉血气分析pH 7.30 C.血红蛋白＜11g／dl D.急性肺水肿,D.急性肺水肿
1509,10,7,6,6. 导致输尿管梗阻最常见的原因(2.0分),A.炎症 B.肿瘤  C.结核  D.结石  E.先天性肾盂输尿管连接部狭窄,D.结石 
1510,10,7,6,7. 解除尿路梗阻的方法，下列哪项首选(2.0分),A.留置导尿  B.膀胱造楼  C.肾造瘘  D.输尿管皮肤造瘘 E.查清病因，解除原发病,E.查清病因，解除原发病
1511,10,7,6,8. 前列腺增生的并发症不包括(2.0分),A.膀胱结石  B.腹股沟疝  C.镜下血尿  D.双肾积水  E.睾丸鞘膜积液,E.睾丸鞘膜积液
1512,10,7,6,9. 遗传性肾肿瘤常见于下列哪些疾病(2.0分),A.Von Hipple-Lindau综合征 B.Birt-Hogg-Duke综合征 C.遗传性乳头状肾癌 D.以上都是,D.以上都是
1513,10,7,6,10. PSA灰区是指(2.0分),A.<4ng/ml B. >4ng/ml C.4-10ng/ml D. >10ng/ml,C.4-10ng/ml
1514,10,7,6,11. 肾癌的临床表现可以归结为"肾癌三联征"，其不包括以下哪个症状(2.0分),A.血尿 B.疼痛 C.排尿困难 D.肿块,C.排尿困难
1515,10,7,6,12. 70岁男性，因"体检发现PSA升高1周"入院。入院前，患者PSA检查提示：PSA 15.63ng/ml，B超提示前列腺左侧外周带多发低回声结节。患者因进一步行何检查以明确诊断(2.0分),A.DRE B.TURP C.前列腺穿刺活检 D.前列腺MRI,C.前列腺穿刺活检
1516,10,7,6,13. 根治性肾切除的手术范围一般不包括下列哪个选项(2.0分),A.患肾 B.患侧输尿管全长 C.肾周筋膜及脂肪 D.区域内肿大淋巴结,B.患侧输尿管全长
1517,10,7,6,14. 以下哪项不属于局限性前列腺癌的常用治疗方式 (2.0分),A.主动监测 B.化疗 C.根治性前列腺切除术 D.放疗,B.化疗
1518,10,7,6,15. 78岁男性，因"无痛性肉眼血尿3天"入院。入院后查B超提示：膀胱左侧比多发占位，为进一步明确诊断，应行何检查 (2.0分),A.CT B.MRI C.经直肠B超 D.膀胱镜及镜下活检,D.膀胱镜及镜下活检
1519,10,7,6,16. 膀胱癌患者属于以下哪种情况时可考虑行TURBt治疗(2.0分),A.T1N0M0 期膀胱癌，且病变较局限 B.肌层浸润性膀胱癌 C.膀胱癌病变广泛 D.高危的浅表性膀胱癌,A.T1N0M0 期膀胱癌，且病变较局限
1520,10,7,6,17. 以下哪项不是前列腺癌的危险因素(2.0分),A.尿路结石 B.年龄 C.遗传背景 D.家族史,A.尿路结石
1521,10,7,6,18. 肾损伤的保守治疗中很重要的一点的是嘱患者绝对卧床，一般绝对卧床的时间是(2.0分),A.24小时 B.3天 C.2周以上 D.1月以上 E. 3-6个月,C.2周以上
1522,10,7,6,19. 输尿管损伤最常见的原因是(2.0分),A.骑跨伤 B.高处坠落伤 C.锐器外伤 D.医源性损伤 E.以上都不是,D.医源性损伤
1523,10,7,6,20. 按照美国创伤外科协会肾损伤分级，肾蒂血管撕裂属于以下哪个分级(2.0分),A.I B.II C.III D. IV E.V,E.V
1524,10,7,6,21. 下列哪项不是肾损伤的并发症(2.0分),A.尿外渗 B.迟发性出血 C.肾周脓肿 D.外伤后肾积水 E.肾自截,E.肾自截
1525,10,7,6,22. 下列哪项不是膀胱损伤的临床表现(2.0分),A.血尿 B.排尿困难 C.尿瘘 D.无尿 E.以上都是,D.无尿
1526,10,7,6,23. 肾影缩小， 肾盂造影造影剂肾实质显影浅淡造影剂排泄延迟及减少应考虑：(2.0分),A.马蹄肾  B.肾盂癌 C.肾功能不良 D.肾囊肿 E.肾积水,C.肾功能不良
1527,10,7,6,24. 输尿管结石的常见形态是：(2.0分),A.米粒状 B.不规则形 C.鹿角形 D.桑椹状 E.分层状,A.米粒状
1528,10,7,6,25. 马蹄肾的ＣＴ典型征象是：(2.0分),A. 肾外形不光整 B.病侧肾下垂  C.肾影不清 D.肾区可见不规则钙化灶 E.肾影倒"八字"形两侧下极相连,E.肾影倒"八字"形两侧下极相连
1529,10,7,6,26. 静脉尿路造影常用造影剂为：(2.0分),A.硫酸钡 B.泛影葡胺 C.碘化油  D.磁显葡胺  E.空气,B.泛影葡胺
1530,10,7,6,27. 下列关于肾脏影像解剖的描述，哪项不妥？(2.0分),A.肾脏呈蚕豆形，其长轴指向外下方 B.儿童肾脏位置较成人高 C.左肾比右肾约高1-2cm  D.成人肾脏长约10-15cm，宽约5-8cm E.婴儿肾外形可有分叶倾向,B.儿童肾脏位置较成人高
1531,10,7,6,28. 下列关于肾自截的叙述哪项正确？(2.0分),A.肾大部或全肾钙化 B.部分肾为干酪坏死物质和空洞所替代   C.静脉肾盂造影可见正常肾排泄功能  D.肾功能不会丧失  E.肾周渗出改变明显,A.肾大部或全肾钙化
1532,10,7,6,29. 膀胱结核肾盂造影表现为：(2.0分),A.膀胱挛缩、变小、变形、轮廓不清 B.膀胱内壁凹凸不平，见充盈缺损 C.膀胱扩大 D.膀胱密度不均  E.无改变,A.膀胱挛缩、变小、变形、轮廓不清
1533,10,7,6,30. 典型输尿管结核静脉肾盂造影表现(2.0分),A.输尿管内可有充盈缺损  B.输尿管"串珠状"改变 C.输尿管变粗 D.输尿管壁增厚 E.以上全对,E.以上全对
1534,10,7,6,31. 一侧肾盂不显影，膀胱显著缩小，边缘毛糙，应首先考虑：(2.0分),A.慢性肾炎 B.肾腺癌  C.膀胱癌 D.肾膀胱结核 E.膀胱神经机能障碍,D.肾膀胱结核
1535,10,7,6,32. 下列何种检查方法常用于肾肿瘤的初步筛查？(2.0分),A.腹部平片  B.超声 C.CT   D.逆行肾盂造影  E.IVP,B.超声
1536,10,7,6,33. 青年男性，无自觉不适，CT平扫示双侧肾下极融合，尿检无明显异常，应首先考虑： (2.0分),A.双肾结核 B.双肾结石 C.双侧髓质海绵肾 D.马蹄肾 E.双侧肾癌,D.马蹄肾
1537,10,7,6,34. 下列肾脏疾病中哪项不属于先天性异常 (2.0分),A.重复肾 B.肾肿瘤  C.马蹄肾 D.肾发育不良 E.异位肾    ,D.肾发育不良
1538,10,7,6,35.  下列哪种肾脏改变有临床病理意义(2.0分),A.海绵肾 B.马蹄肾 C.异位肾 D.多囊肾 E.以上都是     ,E.以上都是     
1539,10,7,6,36. 胡桃夹征是指 (2.0分),A.肾血管性病变 B.肾脏感染 C.肾实质畸形 D.肾外伤  E.以上都不是  ,E.以上都不是  
1540,10,7,6,37. 男，4５岁，突发腰背部疼痛3小时，CT图提示右肾中下部皮质外新月形密度增高影，ＣＴ值约５６ＨＵ。首先考虑诊断是： (2.0分),A.肾细胞癌 B.肾母细胞瘤 C.肾血管平滑肌脂肪瘤 D.肾包膜下出血 E.肾腺瘤,D.肾包膜下出血
1541,10,7,6,38. 肾脏组织中早期强化的结构是 (2.0分),A.肾皮质 B.肾盂 C.肾包膜  D.肾髓质 E.肾乳头 ,A.肾皮质
1542,10,7,6,39. 能使肾小球有效率过滤下降的主要因素是(2.0分),A.滤过面积下降 B.出球小动脉痉挛 C.入球小动脉舒张 D.血浆胶体渗透压升高 E.肾血流量下降,E.肾血流量下降
1543,10,7,6,40. 肾近曲小管功能障碍会出现(2.0分),A.等渗尿 B.低渗尿 C.肾性糖尿 D.肾性尿崩症 E.多尿,C.肾性糖尿
1544,10,7,6,41. 肾远曲小管功能障碍会出现(2.0分),A.肾性糖尿 B.肾性氨基酸尿 C.高渗尿 D.肾小管性酸中毒 E.蛋白尿,D.肾小管性酸中毒
1545,10,7,6,42. 发生肾内血流重新分配的生理解剖条件是(2.0分),A.皮质肾单位的数量多于近髓肾单位 B.两类肾单位的血管形态和血流阻力不同 C.两类肾单位的交感神经和肾素分布不同 D.皮质肾单位的入球小动脉口径大于出球小动脉 E.近髓肾单位的入球小动脉口径大于出球小动脉,C.两类肾单位的交感神经和肾素分布不同
1546,10,7,6,43. 肾前性急性肾功能衰竭最多见的原因是(2.0分),A.汞中毒 B.急性肾炎 C.肾内血栓形成 D.尿路梗阻 E.休克早期,E.休克早期
1547,10,7,6,44. 急性肾功能衰竭的主要发生机制是(2.0分),A.肾小球滤过功能障碍 B.原尿漏回间质 C.肾小管阻塞 D.肾组织细胞肿胀 E.肾内广泛微血栓形成,A.肾小球滤过功能障碍
1548,10,7,6,45. 慢性肾功能不全时引起继发性甲状旁腺功能亢进的原因是(2.0分),A.血钾升高 B.血肌酐升高  C.血磷升高、血钙降低 D.BUN升高 E.二氧化碳结合力升高,C.血磷升高、血钙降低
1549,10,7,6,46. 慢性肾功能不全患者意识丧失、心跳骤停而死，其死亡原因可能是(2.0分),A.代谢性酸中毒  B.低钙血症 C.心力衰竭 D.高钾血症  E.尿毒症脑病 ,D.高钾血症 
1550,10,7,6,47. 尿毒症患者为纠正酸中毒静滴碳酸氢钠时发生手足搐搦，可能机制(2.0分),A.高钠血症继发脑水肿 B.血中游离钙降低 C.低钾血症 D.血中钙总量减少 E.碳酸氢根离子浓度过高发生碱中毒,B.血中游离钙降低
1551,10,7,6,48. 下列除哪一项外都是肾衰贫血的原因(2.0分),A.肾产生EPO减少 B.肾衰时红细胞生存时间缩短 C.尿毒症毒素对骨髓的抑制 D.血透过程失血或频繁的抽血化验  E.肾素水平的升高 ,E.肾素水平的升高 
1552,10,7,6,"49. Polycystic kidney disease is a significant cause of renal failure that presents from early infancy to adulthood. Early-onset cases tend to affect one family member or siblings, whereas adult-onset cases often show a vertical pattern in the pedigree. Which of the following offers the best explanation of these facts?(2.0分)",A.Pleiotropy B.Allelic heterogeneity C.Locus heterogeneity D.Multifactorial inheritance E.Variable expressivity,C.Locus heterogeneity
1553,10,7,6,50. Which is WRONG for Association Studies?(2.0分),A.Can give false positive results due to population stratification B.Include the transmission disequilibrium test (TDT) C.Positive association studies should be replicated D.Are used to map genes in multifactorial disorders  E.Require closely matched control and patient groups,D.Are used to map genes in multifactorial disorders 
1840,11,7,6,1. 下列疾病中儿童最常见的肾肿瘤是(2.0分),A.肾腺癌 B.肾盂乳头状瘤 C.肾母细胞瘤 D.神经母细胞瘤 E.肾盂乳头状癌,C.肾母细胞瘤
1841,11,7,6,2. 肾盂造影示肾盂肾盏弧形压迫、变狭、拉长、移位，边缘光整，应诊断为(2.0分),A.马蹄肾  B.肾结核 C.肾盂癌 D.肾囊肿 E.肾胚胎瘤,D.肾囊肿
1842,11,7,6,3. 关于肾结核的叙述，哪项是正确的？ (2.0分),A.病变多为孤立性 B.病变多累及全肾  C.肾外形常无改变  D.肾盂肾盏常有侵蚀破坏 E.肾功能较差，静脉肾盂造影不能显影,A.病变多为孤立性
1843,11,7,6,4. 肾盂结石的特征性形状是(2.0分),A.长条形 B.同心圆形 C.分层状  D.桑椹状 E.鹿角形,E.鹿角形
1844,11,7,6,5. 平片肾影倒"八字"形常见于什么疾病(2.0分),A.肾下垂 B.马蹄肾  C.肾囊肿 D.肾癌 E.肾结核,B.马蹄肾 
1845,11,7,6,6. 下列关于肾自截的叙述哪项不妥？ (2.0分),A.静脉肾盂造影可见肾盏显示和皮质脓腔形成 B.全肾为干酪坏死物质和空洞所替代 C.肾大部或全肾钙化 D.肾功能完全丧失 E.静脉尿路造影不显影,A.静脉肾盂造影可见肾盏显示和皮质脓腔形成
1846,11,7,6,7. 关于输尿管结石，下述正确的是： (2.0分),A.平片常不显影 B.需要做ＣＴ增强扫描 C.血尿比肾结石少见 D.静脉肾盂造影无改变 E.静脉肾盂造影显示结石以上输尿管可扩张,E.静脉肾盂造影显示结石以上输尿管可扩张
1847,11,7,6,8. 关于泌尿系结石的描述，哪项不妥(2.0分),A.较小肾结石常聚集于肾小盏 B.膀胱结石可来自肾脏或发生于膀胱 C.输尿管结石绝大多数来自肾脏  D.输尿管结石多呈圆形 E.结石可以引发绞痛,D.输尿管结石多呈圆形
1848,11,7,6,9. 肾盂癌的典型肾盂静脉造影征状是 (2.0分),A.肾呈分叶状扩大 B.肾盂肾盏破坏变形 C.肾盂肾盏充盈缺损 D.肾影缩小 E.静脉尿路造影不显影,C.肾盂肾盏充盈缺损
1849,11,7,6,10. 青年男性，无自觉不适，CT平扫示双侧肾锥体对称分布，毛刷样钙化，尿检无明显异常，应首先考虑(2.0分),A.马蹄肾 B.双侧肾癌 C.双肾结核 D.双侧髓质海绵肾 E.双肾结石  ,D.双侧髓质海绵肾
1850,11,7,6,"11. Polycystic kidney disease（多囊肾病） is a significant cause of renal failure that presents from early infancy to adulthood. Early-onset cases tend to affect one family member or siblings（同胞）, whereas adult-onset cases often show a vertical pattern（垂直传递方式） in the pedigree. Which of the following offers the best explanation of these facts?(2.0分)",A.Pleiotropy（多效性） B.Allelic heterogeneity（等位基因异质性） C.Locus heterogeneity（基因座异质性） D.Multifactorial inheritance（多因子遗传） E.Variable expressivity（可变的表现度）,C.Locus heterogeneity（基因座异质性）
1851,11,7,6,12. Which is FALSE for Association Studies?(2.0分),A.Can give false positive results due to population stratification（人群混杂，即指人群亚结构中由于祖先不同而造成的等位基因频率的差异） B.Include the transmission disequilibrium test (TDT。传递不平衡检验) C.Positive association studies should be replicated D.Are used to map genes in multifactorial disorders  E.Require closely matched control and patient groups,D.Are used to map genes in multifactorial disorders 
1852,11,7,6,13.  "The totality of exons in a genome" indicates：(2.0分),A.whole genome B.exome C.mutatome D.variome E.epigenome,B.exome
1853,11,7,6,14. VHL综合征的特点不包括以下哪项？(2.0分),A.患者常发生多脏器肿瘤 B.与VHL基因扩增有关 C.属常染色体显性遗传性疾病 D.可发生双侧多发性肾透明细胞癌 E.可伴发胰腺囊肿,B.与VHL基因扩增有关
1854,11,7,6,15. 肾细胞癌肉眼表现为(2.0分),A.常形成多个肿块 B.切面呈现多彩状特征 C.与周围界限不清 D.常位于肾脏中段 E.一般不侵犯肾静脉,B.切面呈现多彩状特征
